locus_tag	ftype	length_bp	gene	EC_number	COG	product
IMAGBKIO_00386	CDS	285	cas2b	3.1.-.-		CRISPR-associated endonuclease Cas2 2
	repeat_region	2218				
IMAGBKIO_00387	CDS	930	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
IMAGBKIO_00388	tRNA	73				tRNA-Ala(tgc)
IMAGBKIO_00389	CDS	633				hypothetical protein
IMAGBKIO_00390	CDS	1413				hypothetical protein
IMAGBKIO_00391	CDS	1941	fpuB		COG0609	Petrobactin import system permease protein FpuB
IMAGBKIO_00392	CDS	903	fpuA		COG0614	Petrobactin-binding protein FpuA
IMAGBKIO_00393	CDS	822	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
IMAGBKIO_00394	CDS	1809	iucC	6.3.2.39	COG4264	Aerobactin synthase
IMAGBKIO_00395	CDS	1197				hypothetical protein
IMAGBKIO_00396	CDS	1284	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
IMAGBKIO_00397	CDS	582	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
IMAGBKIO_00398	CDS	1821	iucA	6.3.2.38	COG4264	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
IMAGBKIO_00399	CDS	1617	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
IMAGBKIO_00400	CDS	1482	dat	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
IMAGBKIO_00401	CDS	2604	iutA_1			Ferric aerobactin receptor
IMAGBKIO_00402	CDS	384				hypothetical protein
IMAGBKIO_00403	CDS	249				hypothetical protein
IMAGBKIO_00404	CDS	843				hypothetical protein
IMAGBKIO_00405	CDS	192				hypothetical protein
IMAGBKIO_00406	CDS	327				hypothetical protein
IMAGBKIO_00407	CDS	330				hypothetical protein
IMAGBKIO_00408	CDS	327	clpS_1			ATP-dependent Clp protease adapter protein ClpS
IMAGBKIO_00409	CDS	2031				hypothetical protein
IMAGBKIO_00410	CDS	1263				hypothetical protein
IMAGBKIO_00411	CDS	768				hypothetical protein
IMAGBKIO_00412	CDS	1065	aroF_1	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
IMAGBKIO_00413	CDS	1095	trpD2_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
IMAGBKIO_00414	CDS	1230	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
IMAGBKIO_00415	CDS	813	trpA_1	4.2.1.20	COG0159	Tryptophan synthase alpha chain
IMAGBKIO_00416	CDS	957				Zinc-type alcohol dehydrogenase-like protein
IMAGBKIO_00417	CDS	825	trpC_1	4.1.1.48		Indole-3-glycerol phosphate synthase
IMAGBKIO_00418	CDS	2208	menF_1	5.4.4.2		Isochorismate synthase MenF
IMAGBKIO_00419	CDS	1398				hypothetical protein
IMAGBKIO_00420	CDS	1245				hypothetical protein
IMAGBKIO_00421	CDS	1185	aroB_1	4.2.3.4		3-dehydroquinate synthase
IMAGBKIO_00422	CDS	846	tyrA		COG0287	T-protein
IMAGBKIO_00423	CDS	900	cyoE	2.5.1.141		Protoheme IX farnesyltransferase
IMAGBKIO_00424	CDS	933				hypothetical protein
IMAGBKIO_00425	CDS	759				hypothetical protein
IMAGBKIO_00426	CDS	1197				hypothetical protein
IMAGBKIO_00427	CDS	1359				hypothetical protein
IMAGBKIO_00428	CDS	1206				hypothetical protein
IMAGBKIO_00429	CDS	993				hypothetical protein
IMAGBKIO_00430	CDS	1062	ldh	1.4.1.9		Leucine dehydrogenase
IMAGBKIO_00431	CDS	1881	ilvB_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
IMAGBKIO_00432	CDS	1932	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_00433	CDS	831	rssB_1			Regulator of RpoS
IMAGBKIO_00434	CDS	1011	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
IMAGBKIO_00435	CDS	228				hypothetical protein
IMAGBKIO_00436	CDS	2781				hypothetical protein
IMAGBKIO_00437	CDS	432				hypothetical protein
IMAGBKIO_00438	CDS	333				hypothetical protein
IMAGBKIO_00439	CDS	387				hypothetical protein
IMAGBKIO_00440	CDS	1413				hypothetical protein
IMAGBKIO_00441	CDS	306				hypothetical protein
IMAGBKIO_00442	CDS	2034	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
IMAGBKIO_00443	CDS	396				hypothetical protein
IMAGBKIO_00444	CDS	759	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
IMAGBKIO_00445	CDS	1686	kefC_1			Glutathione-regulated potassium-efflux system protein KefC
IMAGBKIO_00446	CDS	2508	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
IMAGBKIO_00447	CDS	495	rssB_2			Regulator of RpoS
IMAGBKIO_00448	CDS	873	cpoB_1			Cell division coordinator CpoB
IMAGBKIO_00449	CDS	135				hypothetical protein
IMAGBKIO_00450	CDS	378				hypothetical protein
IMAGBKIO_00451	CDS	1557	mdtA_1			Multidrug resistance protein MdtA
IMAGBKIO_00452	CDS	1272	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
IMAGBKIO_00453	CDS	675	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
IMAGBKIO_00454	CDS	102				hypothetical protein
IMAGBKIO_00455	CDS	486	apcA1_2			Allophycocyanin subunit alpha 1
IMAGBKIO_00456	CDS	105				hypothetical protein
IMAGBKIO_00457	CDS	1470	mdtA_2			Multidrug resistance protein MdtA
IMAGBKIO_00458	CDS	1218	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
IMAGBKIO_00459	CDS	1725	cysG_1	4.99.1.4		Siroheme synthase
IMAGBKIO_00460	CDS	957				hypothetical protein
IMAGBKIO_00461	CDS	705	cobIJ		COG1010	Cobalamin biosynthesis protein CobIJ
IMAGBKIO_00462	CDS	2199				hypothetical protein
IMAGBKIO_00463	CDS	768				hypothetical protein
IMAGBKIO_00464	CDS	540	dps_1	1.16.-.-		DNA protection during starvation protein
IMAGBKIO_00465	CDS	360				hypothetical protein
IMAGBKIO_00466	CDS	246				hypothetical protein
IMAGBKIO_00467	CDS	291				hypothetical protein
IMAGBKIO_00468	CDS	5490				hypothetical protein
IMAGBKIO_00469	CDS	540				hypothetical protein
IMAGBKIO_00470	CDS	1521				hypothetical protein
IMAGBKIO_00471	CDS	693				hypothetical protein
IMAGBKIO_00472	CDS	813				hypothetical protein
IMAGBKIO_00473	CDS	1053				hypothetical protein
IMAGBKIO_00474	CDS	789				hypothetical protein
IMAGBKIO_00475	CDS	2748				hypothetical protein
IMAGBKIO_00476	CDS	378				hypothetical protein
IMAGBKIO_00477	CDS	618				hypothetical protein
IMAGBKIO_00478	CDS	129				hypothetical protein
IMAGBKIO_00479	CDS	567				hypothetical protein
IMAGBKIO_00480	CDS	774	zupT		COG0428	Zinc transporter ZupT
IMAGBKIO_00481	CDS	105				hypothetical protein
IMAGBKIO_00482	CDS	1791				hypothetical protein
IMAGBKIO_00483	CDS	774	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
IMAGBKIO_00484	CDS	825				hypothetical protein
IMAGBKIO_00485	CDS	1074	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
IMAGBKIO_00486	CDS	114				hypothetical protein
IMAGBKIO_00487	CDS	5127	tolB_3			Tol-Pal system protein TolB
IMAGBKIO_00488	CDS	1332				hypothetical protein
IMAGBKIO_00489	CDS	825	yeeZ		COG0451	Protein YeeZ
IMAGBKIO_00490	CDS	564				hypothetical protein
IMAGBKIO_00491	CDS	195				hypothetical protein
IMAGBKIO_00492	CDS	1362	der_1		COG1160	GTPase Der
IMAGBKIO_00493	CDS	927	ecfT		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
IMAGBKIO_00494	CDS	132				hypothetical protein
IMAGBKIO_00495	CDS	279				hypothetical protein
IMAGBKIO_00496	CDS	669	yggS		COG0325	Pyridoxal phosphate homeostasis protein
IMAGBKIO_00497	CDS	597	sepF		COG1799	Cell division protein SepF
IMAGBKIO_00498	CDS	813	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
IMAGBKIO_00499	CDS	2682				hypothetical protein
IMAGBKIO_00500	CDS	678				hypothetical protein
IMAGBKIO_00501	CDS	258				hypothetical protein
IMAGBKIO_00502	CDS	681	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
IMAGBKIO_00503	CDS	2184				hypothetical protein
IMAGBKIO_00504	CDS	177				hypothetical protein
IMAGBKIO_00505	CDS	1341				hypothetical protein
IMAGBKIO_00506	CDS	729				hypothetical protein
IMAGBKIO_00507	CDS	921				hypothetical protein
IMAGBKIO_00508	CDS	1188	desV_1	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
IMAGBKIO_00509	CDS	1614	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
IMAGBKIO_00510	CDS	198				hypothetical protein
IMAGBKIO_00511	CDS	177				hypothetical protein
IMAGBKIO_00512	CDS	411				hypothetical protein
IMAGBKIO_00513	CDS	453				hypothetical protein
IMAGBKIO_00514	CDS	201				hypothetical protein
IMAGBKIO_00515	CDS	459				hypothetical protein
IMAGBKIO_00516	CDS	177				hypothetical protein
IMAGBKIO_00517	CDS	585				hypothetical protein
IMAGBKIO_00518	CDS	1230				hypothetical protein
IMAGBKIO_00519	CDS	564				hypothetical protein
IMAGBKIO_00520	CDS	99				hypothetical protein
IMAGBKIO_00521	CDS	525	hsdR_1	3.1.21.3		Type-1 restriction enzyme R protein
IMAGBKIO_00522	CDS	2001	hsdR_2	3.1.21.3		Type-1 restriction enzyme R protein
IMAGBKIO_00523	tRNA	73				tRNA-Val(tac)
IMAGBKIO_00524	CDS	597				hypothetical protein
IMAGBKIO_00525	CDS	807	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
IMAGBKIO_00526	CDS	564				hypothetical protein
IMAGBKIO_00527	CDS	219				hypothetical protein
IMAGBKIO_00528	CDS	723	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
IMAGBKIO_00529	CDS	171				hypothetical protein
IMAGBKIO_00530	CDS	978	scrK	2.7.1.4	COG0524	Fructokinase
IMAGBKIO_00531	tRNA	74				tRNA-His(gtg)
IMAGBKIO_00532	CDS	384				hypothetical protein
IMAGBKIO_00533	CDS	714	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
IMAGBKIO_00534	CDS	783	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
IMAGBKIO_00535	CDS	1140	patA_1		COG0784	Protein PatA
IMAGBKIO_00536	CDS	939	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
IMAGBKIO_00537	CDS	519	pecB			Phycoerythrocyanin subunit beta
IMAGBKIO_00538	CDS	489	pecA			Phycoerythrocyanin alpha chain
IMAGBKIO_00539	CDS	837	pecC			Phycobilisome 34.5 kDa linker polypeptide, phycoerythrocyanin-associated, rod
IMAGBKIO_00540	CDS	762	pecE			Bilin biosynthesis protein PecE
IMAGBKIO_00541	CDS	522	pecF			Bilin biosynthesis protein PecF
IMAGBKIO_00542	CDS	522	cpcB			C-phycocyanin beta chain
IMAGBKIO_00543	CDS	492	cpcA			C-phycocyanin alpha chain
IMAGBKIO_00544	CDS	861	cpcC			Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod
IMAGBKIO_00545	CDS	243	cpcD			Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod
IMAGBKIO_00546	CDS	831	cpcE	4.-.-.-	COG1413	Phycocyanobilin lyase subunit alpha
IMAGBKIO_00547	CDS	603	cpcF	4.-.-.-	COG1413	Phycocyanobilin lyase subunit beta
IMAGBKIO_00548	CDS	840	cpcG1			Phycobilisome rod-core linker polypeptide CpcG1
IMAGBKIO_00549	CDS	744	cpcG2			Phycobilisome rod-core linker polypeptide CpcG2
IMAGBKIO_00550	CDS	714	cpcG4_1			Phycobilisome rod-core linker polypeptide CpcG4
IMAGBKIO_00551	CDS	762	cpcG4_2			Phycobilisome rod-core linker polypeptide CpcG4
IMAGBKIO_00552	CDS	813	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IMAGBKIO_00553	CDS	639				hypothetical protein
IMAGBKIO_00554	CDS	2991	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
IMAGBKIO_00555	CDS	474		2.3.1.-		Acetyltransferase
IMAGBKIO_00556	CDS	1722	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_00557	CDS	927	btuF_1			Vitamin B12-binding protein
IMAGBKIO_00558	CDS	327				hypothetical protein
IMAGBKIO_00559	CDS	615	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
IMAGBKIO_00560	CDS	1380	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_00561	CDS	2043				hypothetical protein
IMAGBKIO_00562	CDS	1284	pknD_5	2.7.11.1		Serine/threonine-protein kinase PknD
IMAGBKIO_00563	CDS	402				hypothetical protein
IMAGBKIO_00564	CDS	219				hypothetical protein
IMAGBKIO_00565	CDS	189				hypothetical protein
IMAGBKIO_00566	CDS	570				IS630 family transposase IS895
IMAGBKIO_00567	CDS	585				IS630 family transposase IS895
IMAGBKIO_00568	CDS	393				hypothetical protein
IMAGBKIO_00569	CDS	555	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
IMAGBKIO_00570	CDS	1221	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
IMAGBKIO_00571	CDS	1791				hypothetical protein
IMAGBKIO_00572	CDS	3042				hypothetical protein
IMAGBKIO_00573	CDS	579				hypothetical protein
IMAGBKIO_00574	CDS	201				hypothetical protein
IMAGBKIO_00575	CDS	126				hypothetical protein
IMAGBKIO_00576	CDS	2220				hypothetical protein
IMAGBKIO_00577	CDS	264				hypothetical protein
IMAGBKIO_00578	CDS	537				hypothetical protein
IMAGBKIO_00579	CDS	1194				hypothetical protein
IMAGBKIO_00580	CDS	441				hypothetical protein
IMAGBKIO_00581	CDS	639				hypothetical protein
IMAGBKIO_00582	CDS	993				hypothetical protein
IMAGBKIO_00583	CDS	1068				hypothetical protein
IMAGBKIO_00584	CDS	405				hypothetical protein
IMAGBKIO_00585	CDS	579				hypothetical protein
IMAGBKIO_00586	CDS	867	cphB_1	3.4.15.6		Cyanophycinase
IMAGBKIO_00587	CDS	228				hypothetical protein
IMAGBKIO_00588	CDS	1911	gshAB	6.3.2.3		Glutathione biosynthesis bifunctional protein GshAB
IMAGBKIO_00589	CDS	1044	aroF_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
IMAGBKIO_00590	CDS	315				hypothetical protein
IMAGBKIO_00591	CDS	324				hypothetical protein
IMAGBKIO_00592	CDS	528				hypothetical protein
IMAGBKIO_00593	CDS	2640	dnaB_1	3.6.4.12		Replicative DNA helicase
IMAGBKIO_00594	CDS	459	rplI		COG0359	50S ribosomal protein L9
IMAGBKIO_00595	CDS	774	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
IMAGBKIO_00596	CDS	231				hypothetical protein
IMAGBKIO_00597	CDS	1197	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMAGBKIO_00598	CDS	2241	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IMAGBKIO_00599	CDS	1203	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMAGBKIO_00600	CDS	960				hypothetical protein
IMAGBKIO_00601	CDS	996				hypothetical protein
IMAGBKIO_00602	CDS	927				hypothetical protein
IMAGBKIO_00603	CDS	159				hypothetical protein
IMAGBKIO_00604	CDS	1008				hypothetical protein
IMAGBKIO_00605	CDS	606				hypothetical protein
IMAGBKIO_00606	CDS	372				hypothetical protein
IMAGBKIO_00607	CDS	1779	ubiB_2	2.7.-.-		protein kinase UbiB
IMAGBKIO_00608	CDS	1092				hypothetical protein
IMAGBKIO_00609	CDS	2601				hypothetical protein
IMAGBKIO_00610	CDS	660				hypothetical protein
IMAGBKIO_00611	CDS	258				hypothetical protein
IMAGBKIO_00612	CDS	684				hypothetical protein
IMAGBKIO_00613	CDS	1908	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
IMAGBKIO_00614	CDS	489				hypothetical protein
IMAGBKIO_00615	CDS	1071	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
IMAGBKIO_00616	CDS	939	gltC			HTH-type transcriptional regulator GltC
IMAGBKIO_00617	CDS	306				hypothetical protein
IMAGBKIO_00618	CDS	360	higB2		COG4683	Putative toxin HigB2
IMAGBKIO_00619	CDS	225				hypothetical protein
IMAGBKIO_00620	CDS	1197				hypothetical protein
IMAGBKIO_00621	CDS	411	petC_1	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
IMAGBKIO_00622	CDS	1611	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
IMAGBKIO_00623	CDS	1323	nrtA_1			Nitrate/nitrite binding protein NrtA
IMAGBKIO_00624	CDS	840	nrtB_1		COG0600	Nitrate import permease protein NrtB
IMAGBKIO_00625	CDS	1974	cmpC_1	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
IMAGBKIO_00626	CDS	834	cmpD_1	3.6.3.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
IMAGBKIO_00627	CDS	2241	narB	1.7.5.1	COG0243	Nitrate reductase
IMAGBKIO_00628	CDS	408				hypothetical protein
IMAGBKIO_00629	CDS	462				hypothetical protein
IMAGBKIO_00630	CDS	552	yciF		COG3685	Protein YciF
IMAGBKIO_00631	CDS	681				hypothetical protein
IMAGBKIO_00632	CDS	567	cpcS1	4.-.-.-		Phycocyanobilin lyase CpcS 1
IMAGBKIO_00633	CDS	729				hypothetical protein
IMAGBKIO_00634	CDS	504				hypothetical protein
IMAGBKIO_00635	CDS	345				hypothetical protein
IMAGBKIO_00636	CDS	786	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
IMAGBKIO_00637	CDS	1644	ycf3_1			Photosystem I assembly protein Ycf3
IMAGBKIO_00638	CDS	1353	lutA			Lactate utilization protein A
IMAGBKIO_00639	CDS	1287		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
IMAGBKIO_00640	CDS	690				hypothetical protein
IMAGBKIO_00641	CDS	1092				Ca(2+)/H(+) antiporter
IMAGBKIO_00642	CDS	2724				hypothetical protein
IMAGBKIO_00643	CDS	282				hypothetical protein
IMAGBKIO_00644	CDS	246				hypothetical protein
IMAGBKIO_00645	CDS	387				hypothetical protein
IMAGBKIO_00646	CDS	390				hypothetical protein
IMAGBKIO_00647	CDS	195				hypothetical protein
IMAGBKIO_00648	CDS	903				hypothetical protein
IMAGBKIO_00649	CDS	225				hypothetical protein
IMAGBKIO_00650	CDS	522				Putative universal stress protein
IMAGBKIO_00651	CDS	2466	ppsA_1	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
IMAGBKIO_00652	CDS	255				hypothetical protein
IMAGBKIO_00653	CDS	1281	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_00654	CDS	171				hypothetical protein
IMAGBKIO_00655	CDS	2457	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_00656	CDS	246				hypothetical protein
IMAGBKIO_00657	CDS	222				hypothetical protein
IMAGBKIO_00658	CDS	1641		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
IMAGBKIO_00659	CDS	300				hypothetical protein
IMAGBKIO_00660	CDS	2208	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_00661	CDS	720	tolQ_1			Tol-Pal system protein TolQ
IMAGBKIO_00662	CDS	654	tolR_1			Tol-Pal system protein TolR
IMAGBKIO_00663	CDS	366				hypothetical protein
IMAGBKIO_00664	CDS	702	thf1			Protein Thf1
IMAGBKIO_00665	CDS	597	cpcT2			Phycocyanobilin lyase CpcT 
IMAGBKIO_00666	CDS	369				hypothetical protein
IMAGBKIO_00667	CDS	1044	hemF_1	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
IMAGBKIO_00668	CDS	525				hypothetical protein
IMAGBKIO_00669	CDS	1071	apbC		COG0489	Iron-sulfur cluster carrier protein
IMAGBKIO_00670	CDS	1317	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
IMAGBKIO_00671	CDS	198				hypothetical protein
IMAGBKIO_00672	CDS	657				hypothetical protein
IMAGBKIO_00673	CDS	2139	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
IMAGBKIO_00674	CDS	936		5.1.3.2	COG1088	UDP-glucose 4-epimerase
IMAGBKIO_00675	CDS	1386	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
IMAGBKIO_00676	CDS	498	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
IMAGBKIO_00677	CDS	198				hypothetical protein
IMAGBKIO_00678	CDS	1419				hypothetical protein
IMAGBKIO_00679	CDS	180				hypothetical protein
IMAGBKIO_00680	CDS	1899	amy	3.2.1.1		Alpha-amylase
IMAGBKIO_00681	CDS	2634	tolB_4			Tol-Pal system protein TolB
IMAGBKIO_00682	CDS	1911				hypothetical protein
IMAGBKIO_00683	CDS	1047				hypothetical protein
IMAGBKIO_00684	CDS	1446				hypothetical protein
IMAGBKIO_00685	CDS	597				hypothetical protein
IMAGBKIO_00686	CDS	888				hypothetical protein
IMAGBKIO_00687	CDS	567	msrQ_1			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
IMAGBKIO_00688	CDS	108				hypothetical protein
IMAGBKIO_00689	CDS	1101	pkwA_2	2.7.11.1		putative serine/threonine-protein kinase PkwA
IMAGBKIO_00690	CDS	147				hypothetical protein
IMAGBKIO_00691	CDS	1302				hypothetical protein
IMAGBKIO_00692	CDS	414				hypothetical protein
IMAGBKIO_00693	CDS	1089		1.12.99.6	COG0374	Periplasmic [NiFeSe] hydrogenase large subunit
IMAGBKIO_00694	CDS	1497				hypothetical protein
IMAGBKIO_00695	CDS	147	xerD			Tyrosine recombinase XerD
IMAGBKIO_00696	CDS	990				hypothetical protein
IMAGBKIO_00697	CDS	285				hypothetical protein
IMAGBKIO_00698	CDS	348				hypothetical protein
IMAGBKIO_00699	CDS	240				hypothetical protein
IMAGBKIO_00700	CDS	444		3.1.-.-	COG2402	Ribonuclease VapC26
IMAGBKIO_00701	CDS	1551				hypothetical protein
IMAGBKIO_00702	CDS	573				hypothetical protein
IMAGBKIO_00703	CDS	1404				hypothetical protein
IMAGBKIO_00704	CDS	522		1.12.99.6	COG0374	Periplasmic [NiFeSe] hydrogenase large subunit
IMAGBKIO_00705	CDS	963	hydA	1.12.2.1		Periplasmic [NiFe] hydrogenase small subunit
IMAGBKIO_00706	CDS	267				hypothetical protein
IMAGBKIO_00707	CDS	225				hypothetical protein
IMAGBKIO_00708	CDS	990				hypothetical protein
IMAGBKIO_00709	CDS	477	nfuA_1			Fe/S biogenesis protein NfuA
IMAGBKIO_00710	CDS	1236				hypothetical protein
IMAGBKIO_00711	CDS	2358	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
IMAGBKIO_00712	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
IMAGBKIO_00713	CDS	1152	hypD		COG0409	Hydrogenase maturation factor HypD
IMAGBKIO_00714	CDS	216				hypothetical protein
IMAGBKIO_00715	CDS	1104	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
IMAGBKIO_00716	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
IMAGBKIO_00717	CDS	846	hypB		COG0378	Hydrogenase maturation factor HypB
IMAGBKIO_00718	CDS	1290	htrA_1			Putative serine protease HtrA
IMAGBKIO_00719	CDS	372				hypothetical protein
IMAGBKIO_00720	CDS	2082				hypothetical protein
IMAGBKIO_00721	CDS	987				hypothetical protein
IMAGBKIO_00722	CDS	1356	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_00723	CDS	537				hypothetical protein
IMAGBKIO_00724	CDS	129				hypothetical protein
IMAGBKIO_00725	CDS	5391	pknD_6	2.7.11.1		Serine/threonine-protein kinase PknD
IMAGBKIO_00726	CDS	5400	pknD_7	2.7.11.1		Serine/threonine-protein kinase PknD
IMAGBKIO_00727	CDS	1923				hypothetical protein
IMAGBKIO_00728	CDS	900				hypothetical protein
IMAGBKIO_00729	CDS	2295	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
IMAGBKIO_00730	CDS	348				hypothetical protein
IMAGBKIO_00731	CDS	171				hypothetical protein
IMAGBKIO_00732	CDS	162				hypothetical protein
IMAGBKIO_00733	CDS	678				hypothetical protein
IMAGBKIO_00734	CDS	1830	spoVD		COG0768	Stage V sporulation protein D
IMAGBKIO_00735	CDS	1182				hypothetical protein
IMAGBKIO_00736	CDS	693				hypothetical protein
IMAGBKIO_00737	CDS	1119				hypothetical protein
IMAGBKIO_00738	CDS	921				hypothetical protein
IMAGBKIO_00739	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
IMAGBKIO_00740	CDS	222				hypothetical protein
IMAGBKIO_00741	CDS	447				hypothetical protein
IMAGBKIO_00742	CDS	1536				hypothetical protein
IMAGBKIO_00743	CDS	777	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
IMAGBKIO_00744	CDS	678	vldH_1	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
IMAGBKIO_00745	CDS	4938	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_00746	CDS	813	moaA_1			GTP 3',8-cyclase
IMAGBKIO_00747	CDS	624				hypothetical protein
IMAGBKIO_00748	CDS	963				IS110 family transposase ISMae40
IMAGBKIO_00749	CDS	444	ureE			Urease accessory protein UreE
IMAGBKIO_00750	CDS	690	ureF		COG0830	Urease accessory protein UreF
IMAGBKIO_00751	CDS	603	ureG		COG0378	Urease accessory protein UreG
IMAGBKIO_00752	CDS	639				hypothetical protein
IMAGBKIO_00753	CDS	1419		1.18.1.2		Ferredoxin--NADP reductase
