locus_tag	ftype	length_bp	gene	EC_number	COG	product
KHHDGJBG_00370	CDS	231				hypothetical protein
KHHDGJBG_00371	CDS	318	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
KHHDGJBG_00372	CDS	495				hypothetical protein
KHHDGJBG_00373	CDS	237				hypothetical protein
KHHDGJBG_00374	CDS	198				hypothetical protein
KHHDGJBG_00375	CDS	633				hypothetical protein
KHHDGJBG_00376	CDS	411				hypothetical protein
KHHDGJBG_00377	CDS	546				hypothetical protein
KHHDGJBG_00378	CDS	441				hypothetical protein
KHHDGJBG_00379	CDS	1275				hypothetical protein
KHHDGJBG_00380	CDS	1086				hypothetical protein
KHHDGJBG_00381	CDS	1179	dadA	1.4.99.-		D-amino acid dehydrogenase
KHHDGJBG_00382	CDS	282				hypothetical protein
KHHDGJBG_00383	CDS	936				hypothetical protein
KHHDGJBG_00384	CDS	1206				hypothetical protein
KHHDGJBG_00385	CDS	723				hypothetical protein
KHHDGJBG_00386	CDS	2022	yqiK		COG2268	Inner membrane protein YqiK
KHHDGJBG_00387	CDS	822	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KHHDGJBG_00388	CDS	1107	obg	3.6.5.-		GTPase Obg
KHHDGJBG_00389	CDS	174				hypothetical protein
KHHDGJBG_00390	CDS	774	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
KHHDGJBG_00391	CDS	1326	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
KHHDGJBG_00392	CDS	1329	amtB			Ammonia channel
KHHDGJBG_00393	CDS	1143	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
KHHDGJBG_00394	CDS	876				hypothetical protein
KHHDGJBG_00395	CDS	5640				hypothetical protein
KHHDGJBG_00396	CDS	4230				hypothetical protein
KHHDGJBG_00397	CDS	534	cysC	2.7.1.25		putative adenylyl-sulfate kinase
KHHDGJBG_00398	CDS	684	tolQ_2			Tol-Pal system protein TolQ
KHHDGJBG_00399	CDS	810	tolR_2			Tol-Pal system protein TolR
KHHDGJBG_00400	CDS	1341	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
KHHDGJBG_00401	CDS	423				hypothetical protein
KHHDGJBG_00402	CDS	1104				hypothetical protein
KHHDGJBG_00403	CDS	1230	hisD_1	1.1.1.23		Histidinol dehydrogenase
KHHDGJBG_00404	CDS	495				IS630 family transposase ISTcSa
KHHDGJBG_00405	CDS	360				hypothetical protein
KHHDGJBG_00406	CDS	708	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KHHDGJBG_00407	CDS	1077	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
KHHDGJBG_00408	CDS	771	rbn_2	3.1.26.11		Ribonuclease BN
KHHDGJBG_00409	CDS	2271				hypothetical protein
KHHDGJBG_00410	CDS	768				hypothetical protein
KHHDGJBG_00411	CDS	996	aes	3.1.1.-		Acetyl esterase
KHHDGJBG_00412	CDS	360				hypothetical protein
KHHDGJBG_00413	CDS	621	ureG_1		COG0378	Urease accessory protein UreG
KHHDGJBG_00414	CDS	1446	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KHHDGJBG_00415	CDS	1530				hypothetical protein
KHHDGJBG_00416	CDS	1839				hypothetical protein
KHHDGJBG_00417	CDS	1032				hypothetical protein
KHHDGJBG_00418	CDS	204				hypothetical protein
KHHDGJBG_00419	CDS	1197				hypothetical protein
KHHDGJBG_00420	CDS	90				hypothetical protein
KHHDGJBG_00421	CDS	1254				hypothetical protein
KHHDGJBG_00422	CDS	1350				hypothetical protein
KHHDGJBG_00423	CDS	1770				hypothetical protein
KHHDGJBG_00424	CDS	1032	thiE	2.5.1.3		Thiamine-phosphate synthase
KHHDGJBG_00425	CDS	915				hypothetical protein
KHHDGJBG_00426	tRNA	75				tRNA-Arg(cct)
KHHDGJBG_00427	CDS	522				hypothetical protein
KHHDGJBG_00428	CDS	888				hypothetical protein
KHHDGJBG_00429	CDS	1149				hypothetical protein
KHHDGJBG_00430	CDS	954	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
KHHDGJBG_00431	CDS	912	cph2_1			Phytochrome-like protein cph2
KHHDGJBG_00432	CDS	1188	patA_1		COG0784	Protein PatA
KHHDGJBG_00433	CDS	1233	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
KHHDGJBG_00434	CDS	2082				hypothetical protein
KHHDGJBG_00435	CDS	1323	pcxA_2			Proton extrusion protein PcxA
KHHDGJBG_00436	CDS	450				hypothetical protein
KHHDGJBG_00437	CDS	897			COG1192	putative protein
KHHDGJBG_00438	CDS	441	hspA		COG0071	Spore protein SP21
KHHDGJBG_00439	CDS	204				hypothetical protein
KHHDGJBG_00440	CDS	1005	ccsA			Cytochrome c biogenesis protein CcsA
KHHDGJBG_00441	CDS	381				hypothetical protein
KHHDGJBG_00442	CDS	870	lipA	2.8.1.8	COG0320	Lipoyl synthase
KHHDGJBG_00443	CDS	618				hypothetical protein
KHHDGJBG_00444	CDS	741				hypothetical protein
KHHDGJBG_00445	CDS	330				hypothetical protein
KHHDGJBG_00446	CDS	735				hypothetical protein
KHHDGJBG_00447	CDS	450				hypothetical protein
KHHDGJBG_00448	CDS	96	psaM			Photosystem I reaction center subunit XII
KHHDGJBG_00449	CDS	378				hypothetical protein
KHHDGJBG_00450	CDS	831	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
KHHDGJBG_00451	CDS	531				hypothetical protein
KHHDGJBG_00452	CDS	1323				hypothetical protein
KHHDGJBG_00453	CDS	1851	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
KHHDGJBG_00454	CDS	249			COG3039	IS5 family transposase IS5Sb
KHHDGJBG_00455	CDS	114				hypothetical protein
KHHDGJBG_00456	CDS	252	vapC2_1	3.1.-.-	COG1487	Ribonuclease VapC2
KHHDGJBG_00457	CDS	228				hypothetical protein
KHHDGJBG_00458	CDS	282				hypothetical protein
KHHDGJBG_00459	CDS	219				hypothetical protein
KHHDGJBG_00460	CDS	336				hypothetical protein
KHHDGJBG_00461	CDS	309				hypothetical protein
KHHDGJBG_00462	CDS	1527				hypothetical protein
KHHDGJBG_00463	CDS	4593	gltB_2	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
KHHDGJBG_00464	CDS	162				hypothetical protein
KHHDGJBG_00465	CDS	183				hypothetical protein
KHHDGJBG_00466	CDS	315				hypothetical protein
KHHDGJBG_00467	CDS	1239	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
KHHDGJBG_00468	CDS	1449	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
KHHDGJBG_00469	CDS	1110				hypothetical protein
KHHDGJBG_00470	CDS	1911		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
KHHDGJBG_00471	CDS	1167	patA_2		COG0784	Protein PatA
KHHDGJBG_00472	CDS	444	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KHHDGJBG_00473	CDS	552				hypothetical protein
KHHDGJBG_00474	CDS	2610				hypothetical protein
KHHDGJBG_00475	CDS	792	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
KHHDGJBG_00476	CDS	258	tatA_1			Sec-independent protein translocase protein TatA
KHHDGJBG_00477	CDS	1395				hypothetical protein
KHHDGJBG_00478	CDS	168				hypothetical protein
KHHDGJBG_00479	CDS	3021	smc_2			Chromosome partition protein Smc
KHHDGJBG_00480	CDS	789	dnaJ_2			Chaperone protein DnaJ
KHHDGJBG_00481	CDS	174				hypothetical protein
KHHDGJBG_00482	CDS	1434				hypothetical protein
KHHDGJBG_00483	CDS	777	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
KHHDGJBG_00484	CDS	513				hypothetical protein
KHHDGJBG_00485	CDS	804				hypothetical protein
KHHDGJBG_00486	CDS	1776				hypothetical protein
KHHDGJBG_00487	CDS	3996	cobN_1	6.6.1.2		Aerobic cobaltochelatase subunit CobN
KHHDGJBG_00488	CDS	2019	recF_1			DNA replication and repair protein RecF
KHHDGJBG_00489	CDS	1098				hypothetical protein
KHHDGJBG_00490	CDS	810	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
KHHDGJBG_00491	CDS	1185				hypothetical protein
KHHDGJBG_00492	CDS	1986	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
KHHDGJBG_00493	CDS	159				hypothetical protein
KHHDGJBG_00494	CDS	222				hypothetical protein
KHHDGJBG_00495	CDS	1422				hypothetical protein
KHHDGJBG_00496	CDS	783	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
KHHDGJBG_00497	CDS	273				hypothetical protein
KHHDGJBG_00498	CDS	5214				hypothetical protein
KHHDGJBG_00499	CDS	954	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
KHHDGJBG_00500	CDS	519	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
KHHDGJBG_00501	CDS	1422	glnA_1	6.3.1.2		Glutamine synthetase
KHHDGJBG_00502	CDS	4389	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
KHHDGJBG_00503	CDS	948	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KHHDGJBG_00504	CDS	531				hypothetical protein
KHHDGJBG_00505	CDS	567	yqgN		COG0212	putative protein YqgN
KHHDGJBG_00506	CDS	753	gph_1	3.1.3.18		Phosphoglycolate phosphatase
KHHDGJBG_00507	CDS	1203				hypothetical protein
KHHDGJBG_00508	CDS	489				hypothetical protein
KHHDGJBG_00509	CDS	540	yceC		COG2310	Stress response protein SCP2
KHHDGJBG_00510	CDS	1404	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
KHHDGJBG_00511	CDS	225				hypothetical protein
KHHDGJBG_00512	CDS	339				hypothetical protein
KHHDGJBG_00513	CDS	966	ramA	3.5.1.100		(R)-stereoselective amidase
KHHDGJBG_00514	CDS	726	ureD			Urease accessory protein UreD
KHHDGJBG_00515	CDS	450				hypothetical protein
KHHDGJBG_00516	CDS	897				hypothetical protein
KHHDGJBG_00517	CDS	516	yrdA		COG0663	Protein YrdA
KHHDGJBG_00518	CDS	336				hypothetical protein
KHHDGJBG_00519	CDS	1608	cocE	3.1.1.84		Cocaine esterase
KHHDGJBG_00520	CDS	648	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
KHHDGJBG_00521	CDS	123				hypothetical protein
KHHDGJBG_00522	CDS	138	psbK			Photosystem II reaction center protein K
KHHDGJBG_00523	CDS	723				hypothetical protein
KHHDGJBG_00524	CDS	258	ibaG		COG5007	Acid stress protein IbaG
KHHDGJBG_00525	CDS	324	grxD		COG0278	Glutaredoxin 4
KHHDGJBG_00526	CDS	345	ybaB		COG0718	Nucleoid-associated protein YbaB
KHHDGJBG_00527	CDS	1305	hisD_2	1.1.1.23	COG0141	Histidinol dehydrogenase
KHHDGJBG_00528	CDS	1557	merA	1.16.1.1		Mercuric reductase
KHHDGJBG_00529	CDS	336				hypothetical protein
KHHDGJBG_00530	CDS	1710	ureC	3.5.1.5	COG0804	Urease subunit alpha
KHHDGJBG_00531	CDS	471				hypothetical protein
KHHDGJBG_00532	CDS	255				hypothetical protein
KHHDGJBG_00533	CDS	480				hypothetical protein
KHHDGJBG_00534	CDS	186				hypothetical protein
KHHDGJBG_00535	CDS	2478				hypothetical protein
KHHDGJBG_00536	CDS	747				hypothetical protein
KHHDGJBG_00537	CDS	1923	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
KHHDGJBG_00538	CDS	348				hypothetical protein
KHHDGJBG_00539	CDS	1029			COG4447	Ycf48-like protein
KHHDGJBG_00540	CDS	246	psbE			Cytochrome b559 subunit alpha
KHHDGJBG_00541	CDS	135	psbF			Cytochrome b559 subunit beta
KHHDGJBG_00542	CDS	120	psbL			Photosystem II reaction center protein L
KHHDGJBG_00543	CDS	120	psbJ			Photosystem II reaction center protein J
KHHDGJBG_00544	CDS	1116	proB	2.7.2.11	COG0263	Glutamate 5-kinase
KHHDGJBG_00545	CDS	147				hypothetical protein
KHHDGJBG_00546	CDS	1017			COG3385	IS4 family transposase IS4Sa
KHHDGJBG_00547	CDS	873				hypothetical protein
KHHDGJBG_00548	CDS	651				hypothetical protein
KHHDGJBG_00549	CDS	732				hypothetical protein
KHHDGJBG_00550	CDS	2763	gyrA_1	5.6.2.2		DNA gyrase subunit A
KHHDGJBG_00551	CDS	408	divK_1			Polar-differentiation response regulator DivK
KHHDGJBG_00552	CDS	828	mtfA		COG3228	Protein MtfA
KHHDGJBG_00553	CDS	474				hypothetical protein
KHHDGJBG_00554	CDS	645				hypothetical protein
KHHDGJBG_00555	CDS	240				hypothetical protein
KHHDGJBG_00556	CDS	612				hypothetical protein
KHHDGJBG_00557	CDS	417				hypothetical protein
KHHDGJBG_00558	CDS	1017	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
KHHDGJBG_00559	CDS	870	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KHHDGJBG_00560	CDS	807	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
KHHDGJBG_00561	CDS	288				hypothetical protein
KHHDGJBG_00562	CDS	5898				hypothetical protein
KHHDGJBG_00563	CDS	987			COG1702	PhoH-like protein
KHHDGJBG_00564	CDS	1197	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
KHHDGJBG_00565	CDS	579	cpcS	4.-.-.-		Phycocyanobilin lyase subunit CpcS
KHHDGJBG_00566	CDS	750	cpcG			Phycobilisome rod-core linker polypeptide CpcG
KHHDGJBG_00567	CDS	897				hypothetical protein
KHHDGJBG_00568	CDS	447				hypothetical protein
KHHDGJBG_00569	CDS	852	dhlA	3.8.1.5		Haloalkane dehalogenase
KHHDGJBG_00570	CDS	924	cbpA_1		COG2214	Curved DNA-binding protein
KHHDGJBG_00571	CDS	2316	dnaK_1			Chaperone protein DnaK
KHHDGJBG_00572	CDS	1284	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
KHHDGJBG_00573	CDS	495				IS630 family transposase ISTcSa
KHHDGJBG_00574	CDS	315				hypothetical protein
KHHDGJBG_00575	CDS	2130				hypothetical protein
KHHDGJBG_00576	CDS	144				hypothetical protein
KHHDGJBG_00577	CDS	585				hypothetical protein
KHHDGJBG_00578	CDS	435				hypothetical protein
KHHDGJBG_00579	CDS	1776				putative protein
KHHDGJBG_00580	CDS	642	rssB_1			Regulator of RpoS
KHHDGJBG_00581	CDS	1017	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
KHHDGJBG_00582	CDS	429				hypothetical protein
KHHDGJBG_00583	CDS	438				hypothetical protein
KHHDGJBG_00584	CDS	357			COG1366	Putative anti-sigma factor antagonist
KHHDGJBG_00585	CDS	354				hypothetical protein
KHHDGJBG_00586	CDS	267				hypothetical protein
KHHDGJBG_00587	CDS	798				hypothetical protein
KHHDGJBG_00588	CDS	405				hypothetical protein
KHHDGJBG_00589	CDS	315				hypothetical protein
KHHDGJBG_00590	CDS	852	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KHHDGJBG_00591	CDS	909	hsaD	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
KHHDGJBG_00592	CDS	630				hypothetical protein
KHHDGJBG_00593	CDS	1824	spoVD		COG0768	Stage V sporulation protein D
KHHDGJBG_00594	CDS	459				hypothetical protein
KHHDGJBG_00595	CDS	1362	lutA			Lactate utilization protein A
KHHDGJBG_00596	CDS	1077				hypothetical protein
KHHDGJBG_00597	CDS	1701	ubiB_1	2.7.-.-		protein kinase UbiB
KHHDGJBG_00598	CDS	1107				hypothetical protein
KHHDGJBG_00599	CDS	1038	cmpR_1			HTH-type transcriptional activator CmpR
KHHDGJBG_00600	CDS	198				hypothetical protein
KHHDGJBG_00601	CDS	921	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
KHHDGJBG_00602	tRNA	81				tRNA-Leu(tag)
KHHDGJBG_00603	CDS	1020				hypothetical protein
KHHDGJBG_00604	CDS	1356	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
KHHDGJBG_00605	CDS	1152				hypothetical protein
KHHDGJBG_00606	CDS	291				hypothetical protein
KHHDGJBG_00607	CDS	696				hypothetical protein
KHHDGJBG_00608	CDS	723				hypothetical protein
KHHDGJBG_00609	CDS	1098	kefC_1			Glutathione-regulated potassium-efflux system protein KefC
KHHDGJBG_00610	CDS	1290	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
KHHDGJBG_00611	CDS	315				hypothetical protein
KHHDGJBG_00612	CDS	642				hypothetical protein
KHHDGJBG_00613	CDS	339				hypothetical protein
KHHDGJBG_00614	CDS	831	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
KHHDGJBG_00615	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
KHHDGJBG_00616	tRNA	75				tRNA-Arg(tct)
KHHDGJBG_00617	CDS	138				hypothetical protein
KHHDGJBG_00618	CDS	156				hypothetical protein
KHHDGJBG_00619	CDS	11919				hypothetical protein
KHHDGJBG_00620	CDS	1074	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
KHHDGJBG_00621	CDS	1215	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
KHHDGJBG_00622	CDS	354				hypothetical protein
KHHDGJBG_00623	CDS	1668				hypothetical protein
KHHDGJBG_00624	CDS	237				hypothetical protein
KHHDGJBG_00625	CDS	390				Thylakoid-associated single-stranded DNA-binding protein
KHHDGJBG_00626	CDS	528				hypothetical protein
KHHDGJBG_00627	CDS	375			COG1662	IS1 family transposase IS1Sa
KHHDGJBG_00628	CDS	2079				hypothetical protein
KHHDGJBG_00629	CDS	447				hypothetical protein
KHHDGJBG_00630	CDS	396	phoP_3		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KHHDGJBG_00631	CDS	921	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
KHHDGJBG_00632	CDS	387				hypothetical protein
KHHDGJBG_00633	CDS	498				hypothetical protein
KHHDGJBG_00634	CDS	1191				hypothetical protein
KHHDGJBG_00635	CDS	702	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KHHDGJBG_00636	CDS	333				hypothetical protein
KHHDGJBG_00637	CDS	657				hypothetical protein
KHHDGJBG_00638	CDS	624				hypothetical protein
KHHDGJBG_00639	CDS	1452	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
KHHDGJBG_00640	CDS	1011	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
KHHDGJBG_00641	CDS	636	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
KHHDGJBG_00642	CDS	1242	ackA	2.7.2.1	COG0282	Acetate kinase
KHHDGJBG_00643	CDS	741	clcD	3.1.1.45		Carboxymethylenebutenolidase
KHHDGJBG_00644	CDS	216				hypothetical protein
KHHDGJBG_00645	CDS	489				hypothetical protein
KHHDGJBG_00646	CDS	201				hypothetical protein
KHHDGJBG_00647	CDS	1176				hypothetical protein
KHHDGJBG_00648	CDS	969				hypothetical protein
KHHDGJBG_00649	CDS	264				hypothetical protein
KHHDGJBG_00650	CDS	1014				hypothetical protein
KHHDGJBG_00651	CDS	297				hypothetical protein
KHHDGJBG_00652	CDS	2775	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
KHHDGJBG_00653	CDS	2862				hypothetical protein
KHHDGJBG_00654	CDS	468				hypothetical protein
KHHDGJBG_00655	CDS	366	baeR		COG0745	Transcriptional regulatory protein BaeR
KHHDGJBG_00656	CDS	1206	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
KHHDGJBG_00657	CDS	2001	rnr_1	3.1.13.1		Ribonuclease R
KHHDGJBG_00658	CDS	585	resA_1			Thiol-disulfide oxidoreductase ResA
KHHDGJBG_00659	CDS	1998	ftsH1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 1
KHHDGJBG_00660	CDS	471				hypothetical protein
KHHDGJBG_00661	CDS	240				hypothetical protein
KHHDGJBG_00662	CDS	1845	feoB		COG0370	Fe(2+) transporter FeoB
KHHDGJBG_00663	CDS	213				hypothetical protein
KHHDGJBG_00664	CDS	2853	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
KHHDGJBG_00665	CDS	456				hypothetical protein
KHHDGJBG_00666	CDS	195				hypothetical protein
KHHDGJBG_00667	CDS	645				hypothetical protein
KHHDGJBG_00668	CDS	1077				hypothetical protein
KHHDGJBG_00669	CDS	618				hypothetical protein
KHHDGJBG_00670	CDS	624				hypothetical protein
KHHDGJBG_00671	CDS	708				hypothetical protein
KHHDGJBG_00672	CDS	942	fbiC_2		COG1060	FO synthase
KHHDGJBG_00673	CDS	615	estB	3.1.1.1	COG0400	Carboxylesterase 2
KHHDGJBG_00674	CDS	1161				hypothetical protein
KHHDGJBG_00675	CDS	849				hypothetical protein
KHHDGJBG_00676	CDS	405				hypothetical protein
KHHDGJBG_00677	CDS	1689	ligA_2	6.5.1.2		DNA ligase
KHHDGJBG_00678	CDS	3357	recD	3.1.11.5		RecBCD enzyme subunit RecD
KHHDGJBG_00679	CDS	1506				hypothetical protein
KHHDGJBG_00680	CDS	264				hypothetical protein
KHHDGJBG_00681	CDS	756				hypothetical protein
KHHDGJBG_00682	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
KHHDGJBG_00683	CDS	252	cpcD			Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod
KHHDGJBG_00684	CDS	876	cpcC1			Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 1
KHHDGJBG_00685	CDS	822	cpcC2			Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod 2
KHHDGJBG_00686	CDS	489	cpcA			C-phycocyanin alpha chain
KHHDGJBG_00687	CDS	519	cpcB			C-phycocyanin beta chain
KHHDGJBG_00688	CDS	219				hypothetical protein
KHHDGJBG_00689	CDS	825				hypothetical protein
KHHDGJBG_00690	CDS	201				hypothetical protein
KHHDGJBG_00691	CDS	1251	spkA_1	2.7.11.1		Serine/threonine-protein kinase A
KHHDGJBG_00692	CDS	312	spkA_2	2.7.11.1		Serine/threonine-protein kinase A
KHHDGJBG_00693	CDS	444				hypothetical protein
KHHDGJBG_00694	CDS	867		3.5.1.15		aspartoacylase
KHHDGJBG_00695	CDS	1008	auaH	1.1.1.394		Aurachin B dehydrogenase
KHHDGJBG_00696	CDS	195				hypothetical protein
KHHDGJBG_00697	CDS	1236				hypothetical protein
KHHDGJBG_00698	CDS	1377	dnaE_1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KHHDGJBG_00699	CDS	942				hypothetical protein
KHHDGJBG_00700	CDS	705				hypothetical protein
KHHDGJBG_00701	CDS	2250	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
KHHDGJBG_00702	CDS	597				hypothetical protein
KHHDGJBG_00703	CDS	1854	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
KHHDGJBG_00704	CDS	258				hypothetical protein
KHHDGJBG_00705	CDS	786				hypothetical protein
KHHDGJBG_00706	CDS	672				hypothetical protein
KHHDGJBG_00707	CDS	345				hypothetical protein
KHHDGJBG_00708	CDS	1464	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
KHHDGJBG_00709	CDS	351				hypothetical protein
KHHDGJBG_00710	CDS	1488	ndhB_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
KHHDGJBG_00711	CDS	393				hypothetical protein
KHHDGJBG_00712	CDS	252				hypothetical protein
KHHDGJBG_00713	CDS	297				hypothetical protein
KHHDGJBG_00714	CDS	576				hypothetical protein
KHHDGJBG_00715	CDS	648				hypothetical protein
KHHDGJBG_00716	CDS	1308				hypothetical protein
KHHDGJBG_00717	CDS	726			COG0664	Cyclic AMP receptor protein
KHHDGJBG_00718	CDS	1143				hypothetical protein
KHHDGJBG_00719	CDS	477				hypothetical protein
KHHDGJBG_00720	CDS	1083				hypothetical protein
KHHDGJBG_00721	CDS	2400				hypothetical protein
KHHDGJBG_00722	CDS	1782			COG1132	putative ABC transporter ATP-binding protein
KHHDGJBG_00723	CDS	756				hypothetical protein
KHHDGJBG_00724	CDS	2238	pacS_1	7.2.2.8		putative copper-transporting ATPase PacS
KHHDGJBG_00725	CDS	882	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
KHHDGJBG_00726	CDS	543	walR_1		COG0745	Transcriptional regulatory protein WalR
KHHDGJBG_00727	CDS	456				hypothetical protein
KHHDGJBG_00728	CDS	1218	hemW			Heme chaperone HemW
KHHDGJBG_00729	CDS	603	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
KHHDGJBG_00730	CDS	552				hypothetical protein
KHHDGJBG_00731	CDS	870	folP	2.5.1.15	COG0294	Dihydropteroate synthase
KHHDGJBG_00732	CDS	1362				hypothetical protein
KHHDGJBG_00733	CDS	1800				hypothetical protein
KHHDGJBG_00734	CDS	375				hypothetical protein
KHHDGJBG_00735	CDS	285				hypothetical protein
KHHDGJBG_00736	CDS	387				hypothetical protein
KHHDGJBG_00737	CDS	2346	rnr_2	3.1.13.1	COG0557	Ribonuclease R
KHHDGJBG_00738	CDS	1356				hypothetical protein
KHHDGJBG_00739	CDS	1428				hypothetical protein
KHHDGJBG_00740	CDS	270				hypothetical protein
KHHDGJBG_00741	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
KHHDGJBG_00742	CDS	447				hypothetical protein
KHHDGJBG_00743	CDS	2148				hypothetical protein
KHHDGJBG_00744	CDS	2589				hypothetical protein
KHHDGJBG_00745	CDS	999				hypothetical protein
KHHDGJBG_00746	CDS	1656	ctaD_1	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
KHHDGJBG_00747	CDS	615	ctaE_1	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
KHHDGJBG_00748	CDS	330				Thioredoxin-like protein
